date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:50:16	27787/27787	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-6c8b%22	https://freshcart.codescandy.com/assets/images/products/product-img-2.jpg	freshcart.codescandy.com/assets/images/products/product-img-2.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:17	29423/29423	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-72ef%22	https://freshcart.codescandy.com/assets/images/products/product-img-3.jpg	freshcart.codescandy.com/assets/images/products/product-img-3.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:18	32023/32023	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-7d17%22	https://freshcart.codescandy.com/assets/images/products/product-img-4.jpg	freshcart.codescandy.com/assets/images/products/product-img-4.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:19	35350/35350	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-8a16%22	https://freshcart.codescandy.com/assets/images/products/product-img-5.jpg	freshcart.codescandy.com/assets/images/products/product-img-5.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:21	417948/417948	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-6609c%22	https://freshcart.codescandy.com/assets/images/slider/slide-1.jpg	freshcart.codescandy.com/assets/images/slider/slide-1.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:22	33279/33279	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-81ff%22	https://freshcart.codescandy.com/assets/images/category/category-dairy-bread-eggs.jpg	freshcart.codescandy.com/assets/images/category/category-dairy-bread-eggs.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:23	584666/584666	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-8ebda%22	https://freshcart.codescandy.com/assets/images/slider/slider-2.jpg	freshcart.codescandy.com/assets/images/slider/slider-2.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:23	34220/34220	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-85ac%22	https://freshcart.codescandy.com/assets/images/category/category-snack-munchies.jpg	freshcart.codescandy.com/assets/images/category/category-snack-munchies.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:24	30808/30808	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-7858%22	https://freshcart.codescandy.com/assets/images/category/category-bakery-biscuits.jpg	freshcart.codescandy.com/assets/images/category/category-bakery-biscuits.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:25	34588/34588	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-871c%22	https://freshcart.codescandy.com/assets/images/category/category-instant-food.jpg	freshcart.codescandy.com/assets/images/category/category-instant-food.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:26	32156/32156	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-7d9c%22	https://freshcart.codescandy.com/assets/images/category/category-tea-coffee-drinks.jpg	freshcart.codescandy.com/assets/images/category/category-tea-coffee-drinks.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:27	30489/30489	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-7719%22	https://freshcart.codescandy.com/assets/images/category/category-atta-rice-dal.jpg	freshcart.codescandy.com/assets/images/category/category-atta-rice-dal.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:28	30295/30295	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-7657%22	https://freshcart.codescandy.com/assets/images/category/category-baby-care.jpg	freshcart.codescandy.com/assets/images/category/category-baby-care.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:29	30817/30817	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-7861%22	https://freshcart.codescandy.com/assets/images/category/category-chicken-meat-fish.jpg	freshcart.codescandy.com/assets/images/category/category-chicken-meat-fish.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:30	33670/33670	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-8386%22	https://freshcart.codescandy.com/assets/images/category/category-cleaning-essentials.jpg	freshcart.codescandy.com/assets/images/category/category-cleaning-essentials.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:31	33875/33875	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-8453%22	https://freshcart.codescandy.com/assets/images/category/category-pet-care.jpg	freshcart.codescandy.com/assets/images/category/category-pet-care.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:33	308511/308511	---M--	200	added ('OK')	image/png	etag:%226474a82a-4b51f%22	https://freshcart.codescandy.com/assets/images/banner/grocery-banner.png	freshcart.codescandy.com/assets/images/banner/grocery-banner.png	(from https://freshcart.codescandy.com/index.html)
18:50:34	165874/165874	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-287f2%22	https://freshcart.codescandy.com/assets/images/banner/grocery-banner-2.jpg	freshcart.codescandy.com/assets/images/banner/grocery-banner-2.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:34	25421/25421	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-634d%22	https://freshcart.codescandy.com/assets/images/products/product-img-6.jpg	freshcart.codescandy.com/assets/images/products/product-img-6.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:35	26695/26695	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-6847%22	https://freshcart.codescandy.com/assets/images/products/product-img-7.jpg	freshcart.codescandy.com/assets/images/products/product-img-7.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:36	39429/39429	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-9a05%22	https://freshcart.codescandy.com/assets/images/products/product-img-8.jpg	freshcart.codescandy.com/assets/images/products/product-img-8.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:37	32947/32947	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-80b3%22	https://freshcart.codescandy.com/assets/images/products/product-img-9.jpg	freshcart.codescandy.com/assets/images/products/product-img-9.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:38	28831/28831	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-709f%22	https://freshcart.codescandy.com/assets/images/products/product-img-10.jpg	freshcart.codescandy.com/assets/images/products/product-img-10.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:40	274823/274823	---M--	200	added ('OK')	image/jpeg	etag:%226474a82a-43187%22	https://freshcart.codescandy.com/assets/images/banner/banner-deal.jpg	freshcart.codescandy.com/assets/images/banner/banner-deal.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:40	20240/20240	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-4f10%22	https://freshcart.codescandy.com/assets/images/products/product-img-11.jpg	freshcart.codescandy.com/assets/images/products/product-img-11.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:41	44633/44633	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-ae59%22	https://freshcart.codescandy.com/assets/images/products/product-img-12.jpg	freshcart.codescandy.com/assets/images/products/product-img-12.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:42	24913/24913	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-6151%22	https://freshcart.codescandy.com/assets/images/products/product-img-13.jpg	freshcart.codescandy.com/assets/images/products/product-img-13.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:44	519/519	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82a-207%22	https://freshcart.codescandy.com/assets/images/icons/clock.svg	freshcart.codescandy.com/assets/images/icons/clock.svg	(from https://freshcart.codescandy.com/index.html)
18:50:45	1169/1169	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82a-491%22	https://freshcart.codescandy.com/assets/images/icons/gift.svg	freshcart.codescandy.com/assets/images/icons/gift.svg	(from https://freshcart.codescandy.com/index.html)
18:50:46	1197/1197	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82a-4ad%22	https://freshcart.codescandy.com/assets/images/icons/package.svg	freshcart.codescandy.com/assets/images/icons/package.svg	(from https://freshcart.codescandy.com/index.html)
18:50:47	878/878	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82a-36e%22	https://freshcart.codescandy.com/assets/images/icons/refresh-cw.svg	freshcart.codescandy.com/assets/images/icons/refresh-cw.svg	(from https://freshcart.codescandy.com/index.html)
18:50:48	244947/244947	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-3bcd3%22	https://freshcart.codescandy.com/assets/images/products/product-single-img-1.jpg	freshcart.codescandy.com/assets/images/products/product-single-img-1.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:49	283697/283697	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-45431%22	https://freshcart.codescandy.com/assets/images/products/product-single-img-2.jpg	freshcart.codescandy.com/assets/images/products/product-single-img-2.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:50	187836/187836	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-2ddbc%22	https://freshcart.codescandy.com/assets/images/products/product-single-img-3.jpg	freshcart.codescandy.com/assets/images/products/product-single-img-3.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:51	221843/221843	---M--	200	added ('OK')	image/jpeg	etag:%226474a82b-36293%22	https://freshcart.codescandy.com/assets/images/products/product-single-img-4.jpg	freshcart.codescandy.com/assets/images/products/product-single-img-4.jpg	(from https://freshcart.codescandy.com/index.html)
18:50:52	8763/8763	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82b-223b%22	https://freshcart.codescandy.com/assets/images/payment/amazonpay.svg	freshcart.codescandy.com/assets/images/payment/amazonpay.svg	(from https://freshcart.codescandy.com/index.html)
18:50:53	12734/12734	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82b-31be%22	https://freshcart.codescandy.com/assets/images/payment/american-express.svg	freshcart.codescandy.com/assets/images/payment/american-express.svg	(from https://freshcart.codescandy.com/index.html)
18:50:54	12102/12102	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82b-2f46%22	https://freshcart.codescandy.com/assets/images/payment//mastercard.svg	freshcart.codescandy.com/assets/images/payment/mastercard.svg	(from https://freshcart.codescandy.com/index.html)
18:50:55	5586/5586	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82b-15d2%22	https://freshcart.codescandy.com/assets/images/payment/paypal.svg	freshcart.codescandy.com/assets/images/payment/paypal.svg	(from https://freshcart.codescandy.com/index.html)
18:50:56	3371/3371	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82b-d2b%22	https://freshcart.codescandy.com/assets/images/payment/visa.svg	freshcart.codescandy.com/assets/images/payment/visa.svg	(from https://freshcart.codescandy.com/index.html)
18:50:57	12812/12812	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82a-320c%22	https://freshcart.codescandy.com/assets/images/appbutton/appstore-btn.svg	freshcart.codescandy.com/assets/images/appbutton/appstore-btn.svg	(from https://freshcart.codescandy.com/index.html)
18:50:58	9502/9502	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226474a82a-251e%22	https://freshcart.codescandy.com/assets/images/appbutton/googleplay-btn.svg	freshcart.codescandy.com/assets/images/appbutton/googleplay-btn.svg	(from https://freshcart.codescandy.com/index.html)
18:50:59	89795/89795	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82c-15ec3%22	https://freshcart.codescandy.com/assets/libs/jquery/dist/jquery.min.js	freshcart.codescandy.com/assets/libs/jquery/dist/jquery.min.js	(from https://freshcart.codescandy.com/index.html)
18:51:00	80578/80578	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82d-13ac2%22	https://freshcart.codescandy.com/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	freshcart.codescandy.com/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	(from https://freshcart.codescandy.com/index.html)
18:51:01	27057/27057	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82d-69b1%22	https://freshcart.codescandy.com/assets/libs/simplebar/dist/simplebar.min.js	freshcart.codescandy.com/assets/libs/simplebar/dist/simplebar.min.js	(from https://freshcart.codescandy.com/index.html)
18:51:02	3730/3730	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82a-e92%22	https://freshcart.codescandy.com/assets/js/theme.min.js	freshcart.codescandy.com/assets/js/theme.min.js	(from https://freshcart.codescandy.com/index.html)
18:51:03	5339/5339	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82c-14db%22	https://freshcart.codescandy.com/assets/libs/jquery-countdown/dist/jquery.countdown.min.js	freshcart.codescandy.com/assets/libs/jquery-countdown/dist/jquery.countdown.min.js	(from https://freshcart.codescandy.com/index.html)
18:51:04	667/667	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82a-29b%22	https://freshcart.codescandy.com/assets/js/vendors/countdown.js	freshcart.codescandy.com/assets/js/vendors/countdown.js	(from https://freshcart.codescandy.com/index.html)
18:51:05	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82c-a76f%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick.min.js	freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick.min.js	(from https://freshcart.codescandy.com/index.html)
18:51:06	3955/3955	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82a-f73%22	https://freshcart.codescandy.com/assets/js/vendors/slick-slider.js	freshcart.codescandy.com/assets/js/vendors/slick-slider.js	(from https://freshcart.codescandy.com/index.html)
18:51:07	31966/31966	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82c-7cde%22	https://freshcart.codescandy.com/assets/libs/tiny-slider/dist/min/tiny-slider.js	freshcart.codescandy.com/assets/libs/tiny-slider/dist/min/tiny-slider.js	(from https://freshcart.codescandy.com/index.html)
18:51:08	492/492	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82a-1ec%22	https://freshcart.codescandy.com/assets/js/vendors/tns-slider.js	freshcart.codescandy.com/assets/js/vendors/tns-slider.js	(from https://freshcart.codescandy.com/index.html)
18:51:09	229/229	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82a-e5%22	https://freshcart.codescandy.com/assets/js/vendors/zoom.js	freshcart.codescandy.com/assets/js/vendors/zoom.js	(from https://freshcart.codescandy.com/index.html)
18:51:10	559/559	---MCZ	200	added ('OK')	application/javascript	etag:W/%226474a82a-22f%22	https://freshcart.codescandy.com/assets/js/vendors/increment-value.js	freshcart.codescandy.com/assets/js/vendors/increment-value.js	(from https://freshcart.codescandy.com/index.html)
18:51:10	4178/4178	---M--	200	added ('OK')	image/gif	etag:%226474a82c-1052%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/ajax-loader.gif	freshcart.codescandy.com/assets/libs/slick-carousel/slick/ajax-loader.gif	(from https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick-theme.css)
18:51:11	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5fcd50b23f2eb%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.eot	freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.eot	(from https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick-theme.css)
18:51:12	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5fcd50b23f2eb%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.eot?	freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slickd41d.eot	(from https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick-theme.css)
18:51:13	1380/1380	---M--	200	added ('OK')	font/woff	etag:%226474a82c-564%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.woff	freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.woff	(from https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick-theme.css)
18:51:15	1892/1892	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%226474a82c-764%22	https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.ttf	freshcart.codescandy.com/assets/libs/slick-carousel/slick/fonts/slick.ttf	(from https://freshcart.codescandy.com/assets/libs/slick-carousel/slick/slick-theme.css)
